CODE,BULK LBR,BULK RATE,PRODUCT,WEIGHT,RSLR LBR,RESELLER RATE,CUST LBR,RETAIL RATE,RETAIL            T. PRICE,245,,BULK CODE,RSLR CODE,CUST CODE,
TPS15-02,145,390,Colour Stone Premium Tops,2.50,204,449,301,546,"1,365",,,RZB,OXZ,AXR,
TPS15-03,145,390,Colour Stone Premium Tops,2.50,204,449,301,546,"1,365",,,RZB,OXZ,AXR,
TPS15-04,145,390,Colour Stone Premium Tops,2.50,204,449,301,546,"1,365",,,RZB,OXZ,AXR,
TPS15-06,145,390,Colour Stone Premium Tops,2.50,204,449,301,546,"1,365",,,RZB,OXZ,AXR,
TPS15-07,145,390,Colour Stone Premium Tops,2.50,204,449,301,546,"1,365",,,RZB,OXZ,AXR,
TPS15-08,145,390,Colour Stone Premium Tops,2.50,204,449,301,546,"1,365",,,RZB,OXZ,AXR,
TPS15-09,145,390,Colour Stone Premium Tops,2.50,204,449,301,546,"1,365",,,RZB,OXZ,AXR,
TPS17-01,700,700,Single Stone CZ Studs,PC,805,805,980,980,980,,,IXX,NXB,GNX,
TPS17-02,850,850,Single Stone CZ Studs,PC,978,978,"1,190","1,190","1,190",,,NBX,GIN,RRGX,
TPS17-03,1050,"1,050",Single Stone CZ Studs,PC,"1,208","1,208","1,470","1,470","1,470",,,RXBX,ROXN,RZIX,
TPS17-04,1200,"1,200",Single Stone CZ Studs,PC,"1,380","1,380","1,680","1,680","1,680",,,ROXX,RANX,RLNX,
TPS17-05,1350,"1,350",Single Stone CZ Studs,PC,"1,553","1,553","1,890","1,890","1,890",,,RABX,RBBA,RNGX,
TPS17-06,1550,"1,550",Single Stone CZ Studs,PC,"1,783","1,783","2,170","2,170","2,170",,,RBBX,RINA,ORIX,
TPS18-01,500,500,Elegant Pearl Studs,PC,575,575,700,700,700,,,BXX,BIB,IXX,
TPS18-02,650,650,Elegant Pearl Studs,PC,748,748,910,910,910,,,LBX,IZN,GRX,
TPS18-03,800,800,Elegant Pearl Studs,PC,920,920,"1,120","1,120","1,120",,,NXX,GOX,RROX,
TPS18-04,950,950,Elegant Pearl Studs,PC,"1,093","1,093","1,330","1,330","1,330",,,GBX,RXGA,RAAX,
TPS18-05,1100,"1,100",Elegant Pearl Studs,PC,"1,265","1,265","1,540","1,540","1,540",,,RRXX,ROLB,RBZX,
TPS18-06,1250,"1,250",Elegant Pearl Studs,PC,"1,438","1,438","1,750","1,750","1,750",,,ROBX,RZAN,RIBX,
TPS19-01,270,515,Imported Exclusive Bali,7.70,347,592,476,721,"5,552",,,OIX,AZI,ZIL,
TPS19-02,270,515,Imported Exclusive Bali,3.30,347,592,476,721,"2,379",,,OIX,AZI,ZIL,
TPS19-04,270,515,Imported Exclusive Bali,7.47,347,592,476,721,"5,386",,,OIX,AZI,ZIL,
TPS19-05,270,515,Imported Exclusive Bali,4.20,347,592,476,721,"3,028",,,OIX,AZI,ZIL,
TPS19-06,270,515,Imported Exclusive Bali,7.65,347,592,476,721,"5,516",,,OIX,AZI,ZIL,
TPS19-07,270,515,Imported Exclusive Bali,4.27,347,592,476,721,"3,079",,,OIX,AZI,ZIL,
TPS19-08,270,515,Imported Exclusive Bali,5.30,347,592,476,721,"3,821",,,OIX,AZI,ZIL,
TPS19-09,270,515,Imported Exclusive Bali,3.40,347,592,476,721,"2,451",,,OIX,AZI,ZIL,
TRG02-01,120,365,Enamel Flower Toe Rings,3.55,175,420,266,511,"1,814",,,ROX,RIB,OLL,
TRG02-03,120,365,Enamel Flower Toe Rings,3.78,175,420,266,511,"1,932",,,ROX,RIB,OLL,
TRG02-04,120,365,Enamel Flower Toe Rings,3.65,175,420,266,511,"1,865",,,ROX,RIB,OLL,
TRG02-06,120,365,Enamel Flower Toe Rings,3.70,175,420,266,511,"1,891",,,ROX,RIB,OLL,
TRG02-07,120,365,Enamel Flower Toe Rings,5.15,175,420,266,511,"2,632",,,ROX,RIB,OLL,
TRG02-10,120,365,Enamel Flower Toe Rings,3.50,175,420,266,511,"1,789",,,ROX,RIB,OLL,
TRG02-11,120,365,Enamel Flower Toe Rings,3.70,175,420,266,511,"1,891",,,ROX,RIB,OLL,
TRG02-13,120,365,Enamel Flower Toe Rings,5.15,175,420,266,511,"2,632",,,ROX,RIB,OLL,
TRG02-14,120,365,Enamel Flower Toe Rings,3.85,175,420,266,511,"1,967",,,ROX,RIB,OLL,
TRG02-15,120,365,Enamel Flower Toe Rings,3.60,175,420,266,511,"1,840",,,ROX,RIB,OLL,
TRG02-16,120,365,Enamel Flower Toe Rings,3.75,175,420,266,511,"1,916",,,ROX,RIB,OLL,
TRG02-17,120,365,Enamel Flower Toe Rings,5.20,175,420,266,511,"2,657",,,ROX,RIB,OLL,
TRG02-18,120,365,Enamel Flower Toe Rings,3.55,175,420,266,511,"1,814",,,ROX,RIB,OLL,
TRG02-19,120,365,Enamel Flower Toe Rings,3.65,175,420,266,511,"1,865",,,ROX,RIB,OLL,
TRG02-21,120,365,Enamel Flower Toe Rings,3.70,175,420,266,511,"1,891",,,ROX,RIB,OLL,
TRG02-23,120,365,Enamel Flower Toe Rings,3.90,175,420,266,511,"1,993",,,ROX,RIB,OLL,
TRG02-24,120,365,Enamel Flower Toe Rings,5.10,175,420,266,511,"2,606",,,ROX,RIB,OLL,
TRG02-26,120,365,Enamel Flower Toe Rings,3.80,175,420,266,511,"1,942",,,ROX,RIB,OLL,
TRG02-27,120,365,Enamel Flower Toe Rings,3.80,175,420,266,511,"1,942",,,ROX,RIB,OLL,
TRG02-29,120,365,Enamel Flower Toe Rings,3.70,175,420,266,511,"1,891",,,ROX,RIB,OLL,
TRG02-30,120,365,Enamel Flower Toe Rings,3.80,175,420,266,511,"1,942",,,ROX,RIB,OLL,
TRG02-31,120,365,Enamel Flower Toe Rings,3.80,175,420,266,511,"1,942",,,ROX,RIB,OLL,
TRG03-02,120,365,Italian Colour Stone Toe Rings,4.00,175,420,266,511,"2,044",,,ROX,RIB,OLL,
TRG03-03,120,365,Italian Colour Stone Toe Rings,4.10,175,420,266,511,"2,095",,,ROX,RIB,OLL,
TRG04-01,120,365,Fancy CZ Toe Rings,4.75,175,420,266,511,"2,427",,,ROX,RIB,OLL,
TRG04-02,120,365,Fancy CZ Toe Rings,4.70,175,420,266,511,"2,402",,,ROX,RIB,OLL,
TRG04-03,120,365,Fancy CZ Toe Rings,4.65,175,420,266,511,"2,376",,,ROX,RIB,OLL,
TRG04-04,120,365,Fancy CZ Toe Rings,4.60,175,420,266,511,"2,351",,,ROX,RIB,OLL,
TRG04-05,120,365,Fancy CZ Toe Rings,4.80,175,420,266,511,"2,453",,,ROX,RIB,OLL,
TRG04-06,120,365,Fancy CZ Toe Rings,4.85,175,420,266,511,"2,478",,,ROX,RIB,OLL,
TRG04-07,120,365,Fancy CZ Toe Rings,4.45,175,420,266,511,"2,274",,,ROX,RIB,OLL,
TRG04-08,120,365,Fancy CZ Toe Rings,4.60,175,420,266,511,"2,351",,,ROX,RIB,OLL,
TRG04-09,120,365,Fancy CZ Toe Rings,4.40,175,420,266,511,"2,248",,,ROX,RIB,OLL,
TRG04-10,120,365,Fancy CZ Toe Rings,4.70,175,420,266,511,"2,402",,,ROX,RIB,OLL,
TRG04-11,120,365,Fancy CZ Toe Rings,4.50,175,420,266,511,"2,300",,,ROX,RIB,OLL,
TRG04-12,120,365,Fancy CZ Toe Rings,4.50,175,420,266,511,"2,300",,,ROX,RIB,OLL,
TRG04-13,120,365,Fancy CZ Toe Rings,4.70,175,420,266,511,"2,402",,,ROX,RIB,OLL,
TRG04-14,120,365,Fancy CZ Toe Rings,4.50,175,420,266,511,"2,300",,,ROX,RIB,OLL,
TRG04-15,120,365,Fancy CZ Toe Rings,4.40,175,420,266,511,"2,248",,,ROX,RIB,OLL,
TRG04-16,120,365,Fancy CZ Toe Rings,4.80,175,420,266,511,"2,453",,,ROX,RIB,OLL,
TRG04-17,120,365,Fancy CZ Toe Rings,4.80,175,420,266,511,"2,453",,,ROX,RIB,OLL,
TRG04-18,120,365,Fancy CZ Toe Rings,4.90,175,420,266,511,"2,504",,,ROX,RIB,OLL,
TRG04-19,120,365,Fancy CZ Toe Rings,4.70,175,420,266,511,"2,402",,,ROX,RIB,OLL,
TRG05-01,120,365,Flat Enamel Toe Rings,4.55,175,420,266,511,"2,325",,,ROX,RIB,OLL,
TRG05-02,120,365,Flat Enamel Toe Rings,4.15,175,420,266,511,"2,121",,,ROX,RIB,OLL,
TRG05-05,120,365,Flat Enamel Toe Rings,4.72,175,420,266,511,"2,412",,,ROX,RIB,OLL,
TRG05-06,120,365,Flat Enamel Toe Rings,5.10,175,420,266,511,"2,606",,,ROX,RIB,OLL,
TRG05-08,120,365,Flat Enamel Toe Rings,4.50,175,420,266,511,"2,300",,,ROX,RIB,OLL,
TRG05-10,120,365,Flat Enamel Toe Rings,4.75,175,420,266,511,"2,427",,,ROX,RIB,OLL,
TRG05-11,120,365,Flat Enamel Toe Rings,4.30,175,420,266,511,"2,197",,,ROX,RIB,OLL,
TRG05-12,120,365,Flat Enamel Toe Rings,4.90,175,420,266,511,"2,504",,,ROX,RIB,OLL,
TRG05-13,120,365,Flat Enamel Toe Rings,4.40,175,420,266,511,"2,248",,,ROX,RIB,OLL,
TRG05-16,120,365,Flat Enamel Toe Rings,4.70,175,420,266,511,"2,402",,,ROX,RIB,OLL,
TRG05-17,120,365,Flat Enamel Toe Rings,4.32,175,420,266,511,"2,208",,,ROX,RIB,OLL,
TRG05-18,120,365,Flat Enamel Toe Rings,5.05,175,420,266,511,"2,581",,,ROX,RIB,OLL,
TRG05-19,120,365,Flat Enamel Toe Rings,4.55,175,420,266,511,"2,325",,,ROX,RIB,OLL,
TRG05-20,120,365,Flat Enamel Toe Rings,4.50,175,420,266,511,"2,300",,,ROX,RIB,OLL,
TRG05-21,120,365,Flat Enamel Toe Rings,4.80,175,420,266,511,"2,453",,,ROX,RIB,OLL,
TRG05-22,120,365,Flat Enamel Toe Rings,4.50,175,420,266,511,"2,300",,,ROX,RIB,OLL,
TRG05-23,120,365,Flat Enamel Toe Rings,5.20,175,420,266,511,"2,657",,,ROX,RIB,OLL,
TRG05-24,120,365,Flat Enamel Toe Rings,5.15,175,420,266,511,"2,632",,,ROX,RIB,OLL,
TRG05-25,120,365,Flat Enamel Toe Rings,4.65,175,420,266,511,"2,376",,,ROX,RIB,OLL,
TRG05-26,120,365,Flat Enamel Toe Rings,4.25,175,420,266,511,"2,172",,,ROX,RIB,OLL,
TRG05-27,120,365,Flat Enamel Toe Rings,5.02,175,420,266,511,"2,565",,,ROX,RIB,OLL,
TRG05-28,120,365,Flat Enamel Toe Rings,4.40,175,420,266,511,"2,248",,,ROX,RIB,OLL,
TRG05-29,120,365,Flat Enamel Toe Rings,5.00,175,420,266,511,"2,555",,,ROX,RIB,OLL,
TRG05-30,120,365,Flat Enamel Toe Rings,4.35,175,420,266,511,"2,223",,,ROX,RIB,OLL,
TRG05-31,120,365,Flat Enamel Toe Rings,4.30,175,420,266,511,"2,197",,,ROX,RIB,OLL,
WCH02-01,6000,"6,000",Women’s CZ Leather Watch,PC,"6,900","6,900","8,400","8,400","8,400",,,LXXX,LGXX,NZXX,
WCH02-02,6000,"6,000",Women’s CZ Leather Watch,PC,"6,900","6,900","8,400","8,400","8,400",,,LXXX,LGXX,NZXX,
WCH03-01,6000,"6,000",Oxidized Antique Leather Watch,PC,"6,900","6,900","8,400","8,400","8,400",,,LXXX,LGXX,NZXX,
WCH05-01,140,385,Luxury Watch Kada,69.00,198,443,294,539,"37,191",,,RZX,RGN,OGZ,
WCH06-01,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-02,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-03,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-04,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-05,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-06,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-07,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-08,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-09,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-10,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-11,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-12,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-13,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-14,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-15,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-16,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-17,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-18,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-19,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-20,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-21,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-22,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-23,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-24,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-25,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-26,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-27,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-28,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-29,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH06-30,6500,"6,500",Rose Gold Fancy Watch,PC,"7,475","7,475","9,100","9,100","9,100",,,LBXX,IZIB,GRXX,
WCH07-01,70,315,Exclusive 925 Strap Lady Watch,46.32,117,362,196,441,"20,427",,,IX,RRI,RGL,
WCH07-02,70,315,Exclusive 925 Strap Lady Watch,46.05,117,362,196,441,"20,308",,,IX,RRI,RGL,
WCH07-03,70,315,Exclusive 925 Strap Lady Watch,44.30,117,362,196,441,"19,536",,,IX,RRI,RGL,
WCH08-03,-25,220,Two-Tone Men's Fancy Watch,64.50,8,253,63,308,"19,866",,,-OB,N,LA,
WCH08-04,-25,220,Two-Tone Men's Fancy Watch,60.60,8,253,63,308,"18,665",,,-OB,N,LA,
WCH08-05,-25,220,Two-Tone Men's Fancy Watch,69.60,8,253,63,308,"21,437",,,-OB,N,LA,
WCH08-06,-25,220,Two-Tone Men's Fancy Watch,68.90,8,253,63,308,"21,221",,,-OB,N,LA,
WCH08-07,-25,220,Two-Tone Men's Fancy Watch,64.20,8,253,63,308,"19,774",,,-OB,N,LA,
WCH08-09,-25,220,Two-Tone Men's Fancy Watch,59.10,8,253,63,308,"18,203",,,-OB,N,LA,
WCH08-11,-25,220,Two-Tone Men's Fancy Watch,62.15,8,253,63,308,"19,142",,,-OB,N,LA,
WCH08-12,-25,220,Two-Tone Men's Fancy Watch,68.60,8,253,63,308,"21,129",,,-OB,N,LA,
WCH08-14,-25,220,Two-Tone Men's Fancy Watch,58.70,8,253,63,308,"18,080",,,-OB,N,LA,
WCH09-01,30,275,Exclusive 925 Strap Men's Watch,61.30,71,316,140,385,"23,601",,,AX,IR,RZX,
WCH09-02,30,275,Exclusive 925 Strap Men's Watch,60.40,71,316,140,385,"23,254",,,AX,IR,RZX,
WCH09-04,30,275,Exclusive 925 Strap Men's Watch,64.90,71,316,140,385,"24,987",,,AX,IR,RZX,
WCH09-05,30,275,Exclusive 925 Strap Men's Watch,62.90,71,316,140,385,"24,217",,,AX,IR,RZX,
WCH09-06,30,275,Exclusive 925 Strap Men's Watch,61.50,71,316,140,385,"23,678",,,AX,IR,RZX,
CHN08-01,500,745,Aria Tricolore Imp. Neck-Chains,1.50,612,857,798,"1,043","1,565",,,BXX,LRO,IGN,
CHN08-02,500,745,Aria Tricolore Imp. Neck-Chains,1.71,612,857,798,"1,043","1,784",,,BXX,LRO,IGN,
CHN08-03,500,745,Aria Tricolore Imp. Neck-Chains,1.48,612,857,798,"1,043","1,538",,,BXX,LRO,IGN,
CHN08-04,500,745,Aria Tricolore Imp. Neck-Chains,2.10,612,857,798,"1,043","2,190",,,BXX,LRO,IGN,
CHN08-05,500,745,Aria Tricolore Imp. Neck-Chains,1.38,612,857,798,"1,043","1,434",,,BXX,LRO,IGN,
CHN12-01,225,470,Gold Plated Imp. Mesh Neck Hasli,4.50,296,541,413,658,"2,961",,,OOB,OGL,ZRA,
CHN12-02,225,470,Gold Plated Imp. Mesh Neck Hasli,4.70,296,541,413,658,"3,093",,,OOB,OGL,ZRA,
ACC14-07,150,395,Imported Exclusive Brooch,8.90,209,454,308,553,"4,922",,,RBX,OXG,AXN,
BRC18-09,135,380,INDO Matte Bracelet - Men's,15.55,192,437,287,532,"8,273",,,RAB,RGO,ONI,
ANK13-10,175,420,Rose Gold CNC Crystal Anklets,5.10,238,483,343,588,"2,999",,,RIB,OAN,AZA,
ANK13-11,175,420,Rose Gold CNC Crystal Anklets,5.60,238,483,343,588,"3,293",,,RIB,OAN,AZA,
ANK13-12,175,420,Rose Gold CNC Crystal Anklets,5.60,238,483,343,588,"3,293",,,RIB,OAN,AZA,
ANK13-13,175,420,Rose Gold CNC Crystal Anklets,5.10,238,483,343,588,"2,999",,,RIB,OAN,AZA,
