CODE,BULK LBR,BULK RATE,PRODUCT,WEIGHT,RSLR LBR,RESELLER RATE,CUST LBR,RETAIL RATE,RETAIL            T. PRICE,245,,BULK CODE,RSLR CODE,CUST CODE,
C+L13-16,450,695,Divine Lockets with CNC Chain,15.10,554,799,728,973,"14,692",,,ZBX,BBZ,ION,
C+L13-17,450,695,Divine Lockets with CNC Chain,16.50,554,799,728,973,"16,055",,,ZBX,BBZ,ION,
C+L13-18,450,695,Divine Lockets with CNC Chain,18.10,554,799,728,973,"17,611",,,ZBX,BBZ,ION,
C+L13-19,450,695,Divine Lockets with CNC Chain,18.20,554,799,728,973,"17,709",,,ZBX,BBZ,ION,
C+L13-20,450,695,Divine Lockets with CNC Chain,18.55,554,799,728,973,"18,049",,,ZBX,BBZ,ION,
C+L13-21,450,695,Divine Lockets with CNC Chain,18.05,554,799,728,973,"17,563",,,ZBX,BBZ,ION,
C+L13-22,450,695,Divine Lockets with CNC Chain,15.20,554,799,728,973,"14,790",,,ZBX,BBZ,ION,
C+L13-23,450,695,Divine Lockets with CNC Chain,16.20,554,799,728,973,"15,763",,,ZBX,BBZ,ION,
C+L13-24,450,695,Divine Lockets with CNC Chain,18.85,554,799,728,973,"18,341",,,ZBX,BBZ,ION,
C+L13-25,450,695,Divine Lockets with CNC Chain,18.38,554,799,728,973,"17,884",,,ZBX,BBZ,ION,
C+L13-26,450,695,Divine Lockets with CNC Chain,16.65,554,799,728,973,"16,200",,,ZBX,BBZ,ION,
C+L13-27,450,695,Divine Lockets with CNC Chain,14.20,554,799,728,973,"13,817",,,ZBX,BBZ,ION,
C+L13-28,450,695,Divine Lockets with CNC Chain,18.51,554,799,728,973,"18,010",,,ZBX,BBZ,ION,
C+L13-29,450,695,Divine Lockets with CNC Chain,18.80,554,799,728,973,"18,292",,,ZBX,BBZ,ION,
CHN02-01,175,420,Men's - Oxidized Imported Chains,49.75,238,483,343,588,"29,253",,,RIB,OAN,AZA,
CHN02-02,175,420,Men's - Oxidized Imported Chains,41.45,238,483,343,588,"24,373",,,RIB,OAN,AZA,
CHN02-03,175,420,Men's - Oxidized Imported Chains,48.15,238,483,343,588,"28,312",,,RIB,OAN,AZA,
CHN03-01,220,465,Men's - Dual Tone Imported Chains,30.25,290,535,406,651,"19,693",,,OOX,OGX,ZXL,
CHN03-02,220,465,Men's - Dual Tone Imported Chains,42.95,290,535,406,651,"27,960",,,OOX,OGX,ZXL,
CHN04-01,1600,"1,600",RoseGold Crystal Chain,PC,"1,840","1,840","2,240","2,240","2,240",,,RLXX,RNZX,OOZX,
CHN05-01,105,350,RoseGold Italian Chains,4.50,158,403,245,490,"2,205",,,RXB,RBN,OZB,
CHN05-04,105,350,RoseGold Italian Chains,3.75,158,403,245,490,"1,838",,,RXB,RBN,OZB,
CHN06-01,2999,"2,999",3-Layer Pearl Step Chain 3-Tone,PC,"3,449","3,449","4,199","4,199","4,199",,,OGGG,AZZG,ZRGG,
CHN07-01,150,395,Premium Omega Hasli Neck Chain,4.36,209,454,308,553,"2,411",,,RBX,OXG,AXN,
CHN09-01,155,400,Imported Flat Italy Neck Chains,4.60,215,460,315,560,"2,576",,,RBB,ORB,ARB,
CHN09-02,155,400,Imported Flat Italy Neck Chains,4.60,215,460,315,560,"2,576",,,RBB,ORB,ARB,
CHN09-03,155,400,Imported Flat Italy Neck Chains,10.00,215,460,315,560,"5,600",,,RBB,ORB,ARB,
CHN09-05,155,400,Imported Flat Italy Neck Chains,10.00,215,460,315,560,"5,600",,,RBB,ORB,ARB,
CHN09-08,155,400,Imported Flat Italy Neck Chains,9.40,215,460,315,560,"5,264",,,RBB,ORB,ARB,
CHN09-11,155,400,Imported Flat Italy Neck Chains,24.20,215,460,315,560,"13,552",,,RBB,ORB,ARB,
CHN09-12,155,400,Imported Flat Italy Neck Chains,13.15,215,460,315,560,"7,364",,,RBB,ORB,ARB,
CHN09-13,155,400,Imported Flat Italy Neck Chains,7.90,215,460,315,560,"4,424",,,RBB,ORB,ARB,
CHN09-16,155,400,Imported Flat Italy Neck Chains,9.85,215,460,315,560,"5,516",,,RBB,ORB,ARB,
CHN11-02,120,365,Turkey Matte Men's Neck-Chain,26.65,175,420,266,511,"13,618",,,ROX,RIB,OLL,
CHN11-04,120,365,Turkey Matte Men's Neck-Chain,35.50,175,420,266,511,"18,141",,,ROX,RIB,OLL,
CHN11-07,120,365,Turkey Matte Men's Neck-Chain,38.90,175,420,266,511,"19,878",,,ROX,RIB,OLL,
CHN13-01,130,375,Adjustable Link Neck Chains,4.50,186,431,280,525,"2,363",,,RAX,RNL,ONX,
CHN14-01,155,400,Rose Gold Tanmaniya Dokia Chains,4.85,215,460,315,560,"2,716",,,RBB,ORB,ARB,
CHN14-02,155,400,Rose Gold Tanmaniya Dokia Chains,5.65,215,460,315,560,"3,164",,,RBB,ORB,ARB,
CHN15-03,155,400,CNC Ball Premium Neck Chains,3.25,215,460,315,560,"1,820",,,RBB,ORB,ARB,
CHN16-01,190,435,Italian Rhodium Bunch Chains Premium,5.82,255,500,364,609,"3,544",,,RGX,OBB,ALZ,
CHN16-02,190,435,Italian Rhodium Bunch Chains Premium,11.88,255,500,364,609,"7,235",,,RGX,OBB,ALZ,
CHN16-03,190,435,Italian Rhodium Bunch Chains Premium,10.75,255,500,364,609,"6,547",,,RGX,OBB,ALZ,
CHN16-04,190,435,Italian Rhodium Bunch Chains Premium,8.40,255,500,364,609,"5,116",,,RGX,OBB,ALZ,
CHN16-05,190,435,Italian Rhodium Bunch Chains Premium,10.40,255,500,364,609,"6,334",,,RGX,OBB,ALZ,
CHN17-01,200,445,Italian 3-Tone Bunch Chains Premium,9.98,267,512,378,623,"6,214",,,OXX,OLI,AIN,
CHN17-02,200,445,Italian 3-Tone Bunch Chains Premium,11.40,267,512,378,623,"7,102",,,OXX,OLI,AIN,
CHN17-03,200,445,Italian 3-Tone Bunch Chains Premium,12.30,267,512,378,623,"7,663",,,OXX,OLI,AIN,
CHN17-04,200,445,Italian 3-Tone Bunch Chains Premium,12.00,267,512,378,623,"7,476",,,OXX,OLI,AIN,
CHN17-05,200,445,Italian 3-Tone Bunch Chains Premium,14.70,267,512,378,623,"9,158",,,OXX,OLI,AIN,
CHN18-01,120,365,Evil Eye Tennis Italy Neck-Chain,9.00,175,420,266,511,"4,599",,,ROX,RIB,OLL,
CHN19-01,130,375,MOP Butterfly Name Chain,6.10,186,431,280,525,"3,203",,,RAX,RNL,ONX,
CHN20-01,140,385,Butterfly Pearl Adjustable Chain,11.10,198,443,294,539,"5,983",,,RZX,RGN,OGZ,
CHN20-02,140,385,Butterfly Pearl Adjustable Chain,11.10,198,443,294,539,"5,983",,,RZX,RGN,OGZ,
CHN21-01,150,395,Harry Potter Pink Heart Chain,4.20,209,454,308,553,"2,323",,,RBX,OXG,AXN,
CHN22-01,130,375,RoseGold Mesh ButterFly Chain,4.50,186,431,280,525,"2,363",,,RAX,RNL,ONX,
CHN23-01,210,455,ITALY CNC 2-Tone Ball Chain,8.85,278,523,392,637,"5,637",,,ORX,OIN,AGO,
CHN23-02,210,455,ITALY CNC 2-Tone Ball Chain,9.90,278,523,392,637,"6,306",,,ORX,OIN,AGO,
CHN23-04,210,455,ITALY CNC 2-Tone Ball Chain,8.50,278,523,392,637,"5,415",,,ORX,OIN,AGO,
CHN23-06,210,455,ITALY CNC 2-Tone Ball Chain,8.75,278,523,392,637,"5,574",,,ORX,OIN,AGO,
CHN23-07,210,455,ITALY CNC 2-Tone Ball Chain,8.00,278,523,392,637,"5,096",,,ORX,OIN,AGO,
CHN23-09,210,455,ITALY CNC 2-Tone Ball Chain,9.75,278,523,392,637,"6,211",,,ORX,OIN,AGO,
CHN23-10,210,455,ITALY CNC 2-Tone Ball Chain,9.00,278,523,392,637,"5,733",,,ORX,OIN,AGO,
KDA02-01,150,395,Bling Fusion Imported Kada,18.65,209,454,308,553,"10,313",,,RBX,OXG,AXN,
KDA02-02,150,395,Bling Fusion Imported Kada,12.60,209,454,308,553,"6,968",,,RBX,OXG,AXN,
KDA02-03,150,395,Bling Fusion Imported Kada,11.40,209,454,308,553,"6,304",,,RBX,OXG,AXN,
KDA02-04,150,395,Bling Fusion Imported Kada,11.60,209,454,308,553,"6,415",,,RBX,OXG,AXN,
KDA02-05,150,395,Bling Fusion Imported Kada,9.80,209,454,308,553,"5,419",,,RBX,OXG,AXN,
KDA02-06,150,395,Bling Fusion Imported Kada,12.60,209,454,308,553,"6,968",,,RBX,OXG,AXN,
KDA02-07,150,395,Bling Fusion Imported Kada,9.40,209,454,308,553,"5,198",,,RBX,OXG,AXN,
KDA02-08,150,395,Bling Fusion Imported Kada,13.50,209,454,308,553,"7,466",,,RBX,OXG,AXN,
KDA02-09,150,395,Bling Fusion Imported Kada,15.30,209,454,308,553,"8,461",,,RBX,OXG,AXN,
KDA02-10,150,395,Bling Fusion Imported Kada,10.90,209,454,308,553,"6,028",,,RBX,OXG,AXN,
KDA02-11,150,395,Bling Fusion Imported Kada,12.30,209,454,308,553,"6,802",,,RBX,OXG,AXN,
KDA02-12,150,395,Bling Fusion Imported Kada,12.20,209,454,308,553,"6,747",,,RBX,OXG,AXN,
KDA02-13,150,395,Bling Fusion Imported Kada,13.25,209,454,308,553,"7,327",,,RBX,OXG,AXN,
KDA02-14,150,395,Bling Fusion Imported Kada,14.90,209,454,308,553,"8,240",,,RBX,OXG,AXN,
KDA02-15,150,395,Bling Fusion Imported Kada,10.10,209,454,308,553,"5,585",,,RBX,OXG,AXN,
KDA02-16,150,395,Bling Fusion Imported Kada,9.00,209,454,308,553,"4,977",,,RBX,OXG,AXN,
KDA02-18,150,395,Bling Fusion Imported Kada,11.30,209,454,308,553,"6,249",,,RBX,OXG,AXN,
KDA02-21,150,395,Bling Fusion Imported Kada,19.60,209,454,308,553,"10,839",,,RBX,OXG,AXN,
KDA02-22,150,395,Bling Fusion Imported Kada,17.10,209,454,308,553,"9,456",,,RBX,OXG,AXN,
KDA02-23,150,395,Bling Fusion Imported Kada,12.40,209,454,308,553,"6,857",,,RBX,OXG,AXN,
KDA02-24,150,395,Bling Fusion Imported Kada,11.10,209,454,308,553,"6,138",,,RBX,OXG,AXN,
KDA02-25,150,395,Bling Fusion Imported Kada,13.30,209,454,308,553,"7,355",,,RBX,OXG,AXN,
KDA02-26,150,395,Bling Fusion Imported Kada,12.60,209,454,308,553,"6,968",,,RBX,OXG,AXN,
KDA02-28,150,395,Bling Fusion Imported Kada,12.30,209,454,308,553,"6,802",,,RBX,OXG,AXN,
KDA02-30,150,395,Bling Fusion Imported Kada,16.30,209,454,308,553,"9,014",,,RBX,OXG,AXN,
KDA02-31,150,395,Bling Fusion Imported Kada,12.40,209,454,308,553,"6,857",,,RBX,OXG,AXN,
KDA02-33,150,395,Bling Fusion Imported Kada,12.40,209,454,308,553,"6,857",,,RBX,OXG,AXN,
KDA02-34,150,395,Bling Fusion Imported Kada,11.90,209,454,308,553,"6,581",,,RBX,OXG,AXN,
KDA03-01,2100,"2,100",Lightweight Lady Flex Kada,PC,"2,415","2,415","2,940","2,940","2,940",,,ORXX,OZRB,OGZX,
KDA03-02,2100,"2,100",Lightweight Lady Flex Kada,PC,"2,415","2,415","2,940","2,940","2,940",,,ORXX,OZRB,OGZX,
KDA03-04,2100,"2,100",Lightweight Lady Flex Kada,PC,"2,415","2,415","2,940","2,940","2,940",,,ORXX,OZRB,OGZX,
KDA03-05,2100,"2,100",Lightweight Lady Flex Kada,PC,"2,415","2,415","2,940","2,940","2,940",,,ORXX,OZRB,OGZX,
KDA03-06,2100,"2,100",Lightweight Lady Flex Kada,PC,"2,415","2,415","2,940","2,940","2,940",,,ORXX,OZRB,OGZX,
KDA03-07,2100,"2,100",Lightweight Lady Flex Kada,PC,"2,415","2,415","2,940","2,940","2,940",,,ORXX,OZRB,OGZX,
KDA03-08,2100,"2,100",Lightweight Lady Flex Kada,PC,"2,415","2,415","2,940","2,940","2,940",,,ORXX,OZRB,OGZX,
KDA03-11,2100,"2,100",Lightweight Lady Flex Kada,PC,"2,415","2,415","2,940","2,940","2,940",,,ORXX,OZRB,OGZX,
KDA03-12,2100,"2,100",Lightweight Lady Flex Kada,PC,"2,415","2,415","2,940","2,940","2,940",,,ORXX,OZRB,OGZX,
KDA03-14,2100,"2,100",Lightweight Lady Flex Kada,PC,"2,415","2,415","2,940","2,940","2,940",,,ORXX,OZRB,OGZX,
KDA04-05,255,500,Imported Baguette Pipe Kada,5.60,330,575,455,700,"3,920",,,OBB,AAX,ZBB,
KDA04-06,255,500,Imported Baguette Pipe Kada,4.95,330,575,455,700,"3,465",,,OBB,AAX,ZBB,
KDA04-07,255,500,Imported Baguette Pipe Kada,5.20,330,575,455,700,"3,640",,,OBB,AAX,ZBB,
KDA04-10,255,500,Imported Baguette Pipe Kada,5.80,330,575,455,700,"4,060",,,OBB,AAX,ZBB,
KDA04-12,255,500,Imported Baguette Pipe Kada,6.20,330,575,455,700,"4,340",,,OBB,AAX,ZBB,
KDA04-13,255,500,Imported Baguette Pipe Kada,5.70,330,575,455,700,"3,990",,,OBB,AAX,ZBB,
KDA04-14,255,500,Imported Baguette Pipe Kada,7.65,330,575,455,700,"5,355",,,OBB,AAX,ZBB,
KDA04-15,255,500,Imported Baguette Pipe Kada,5.65,330,575,455,700,"3,955",,,OBB,AAX,ZBB,
KDA04-17,255,500,Imported Baguette Pipe Kada,5.50,330,575,455,700,"3,850",,,OBB,AAX,ZBB,
KDA04-18,255,500,Imported Baguette Pipe Kada,5.60,330,575,455,700,"3,920",,,OBB,AAX,ZBB,
KDA04-21,255,500,Imported Baguette Pipe Kada,5.80,330,575,455,700,"4,060",,,OBB,AAX,ZBB,
KDA07-01,155,400,Lightweight Imported Flexible Kada,4.15,215,460,315,560,"2,324",,,RBB,ORB,ARB,
KDA07-02,155,400,Lightweight Imported Flexible Kada,4.85,215,460,315,560,"2,716",,,RBB,ORB,ARB,
KDA07-03,155,400,Lightweight Imported Flexible Kada,6.20,215,460,315,560,"3,472",,,RBB,ORB,ARB,
KDA07-08,155,400,Lightweight Imported Flexible Kada,4.85,215,460,315,560,"2,716",,,RBB,ORB,ARB,
KDA07-10,155,400,Lightweight Imported Flexible Kada,3.95,215,460,315,560,"2,212",,,RBB,ORB,ARB,
KDA10-01,120,365,Premium Turkey Men’s Kada,35.90,175,420,266,511,"18,345",,,ROX,RIB,OLL,
KDA10-03,120,365,Premium Turkey Men’s Kada,25.00,175,420,266,511,"12,775",,,ROX,RIB,OLL,
KDA10-05,120,365,Premium Turkey Men’s Kada,25.20,175,420,266,511,"12,877",,,ROX,RIB,OLL,
KDA11-01,70,315,Lion Hollow Pipe Kada,19.60,117,362,196,441,"8,644",,,IX,RRI,RGL,
KDA11-02,70,315,Lion Hollow Pipe Kada,19.25,117,362,196,441,"8,489",,,IX,RRI,RGL,
KDA11-03,70,315,Lion Hollow Pipe Kada,16.30,117,362,196,441,"7,188",,,IX,RRI,RGL,
KDA11-04,70,315,Lion Hollow Pipe Kada,16.10,117,362,196,441,"7,100",,,IX,RRI,RGL,
KDA11-05,70,315,Lion Hollow Pipe Kada,17.60,117,362,196,441,"7,762",,,IX,RRI,RGL,
KDA13-01,65,310,Baby Colour Enamel Kadli,14.75,112,357,189,434,"6,402",,,LB,RRO,RNG,
KDA13-02,65,310,Baby Colour Enamel Kadli,12.85,112,357,189,434,"5,577",,,LB,RRO,RNG,
KDA13-04,65,310,Baby Colour Enamel Kadli,14.00,112,357,189,434,"6,076",,,LB,RRO,RNG,
KDA13-07,65,310,Baby Colour Enamel Kadli,13.90,112,357,189,434,"6,033",,,LB,RRO,RNG,
KDA14-01,70,315,Baby Hanging Enamel Charm Kadli,13.75,117,362,196,441,"6,064",,,IX,RRI,RGL,
KDA14-02,70,315,Baby Hanging Enamel Charm Kadli,13.70,117,362,196,441,"6,042",,,IX,RRI,RGL,
KDA14-03,70,315,Baby Hanging Enamel Charm Kadli,13.70,117,362,196,441,"6,042",,,IX,RRI,RGL,
KDA14-04,70,315,Baby Hanging Enamel Charm Kadli,11.70,117,362,196,441,"5,160",,,IX,RRI,RGL,
KDA14-05,70,315,Baby Hanging Enamel Charm Kadli,11.00,117,362,196,441,"4,851",,,IX,RRI,RGL,
KDA15-01,80,325,Baby Half Kada & Charms Bracelet,8.50,129,374,210,455,"3,868",,,NX,ROG,ORX,
KDA15-03,80,325,Baby Half Kada & Charms Bracelet,9.35,129,374,210,455,"4,254",,,NX,ROG,ORX,
KDA15-04,80,325,Baby Half Kada & Charms Bracelet,9.90,129,374,210,455,"4,505",,,NX,ROG,ORX,
KDA15-05,80,325,Baby Half Kada & Charms Bracelet,9.40,129,374,210,455,"4,277",,,NX,ROG,ORX,
KDA15-07,80,325,Baby Half Kada & Charms Bracelet,10.30,129,374,210,455,"4,687",,,NX,ROG,ORX,
KDA15-08,80,325,Baby Half Kada & Charms Bracelet,10.20,129,374,210,455,"4,641",,,NX,ROG,ORX,
KDA15-12,80,325,Baby Half Kada & Charms Bracelet,9.35,129,374,210,455,"4,254",,,NX,ROG,ORX,
KDA16-02,80,325,Owl Antique Kada for Mens,31.48,129,374,210,455,"14,323",,,NX,ROG,ORX,
KDA18-01,110,355,5D God Open Kada for Men,29.00,163,408,252,497,"14,413",,,RRX,RLA,OBO,
KDA18-02,110,355,5D God Open Kada for Men,30.30,163,408,252,497,"15,059",,,RRX,RLA,OBO,
KDA18-03,110,355,5D God Open Kada for Men,30.50,163,408,252,497,"15,159",,,RRX,RLA,OBO,
KDA19-03,110,355,Rhodium Italian Openable Kada,11.00,163,408,252,497,"5,467",,,RRX,RLA,OBO,
KDA19-04,110,355,Rhodium Italian Openable Kada,9.60,163,408,252,497,"4,771",,,RRX,RLA,OBO,
KDA19-05,110,355,Rhodium Italian Openable Kada,11.30,163,408,252,497,"5,616",,,RRX,RLA,OBO,
KDA19-07,110,355,Rhodium Italian Openable Kada,14.80,163,408,252,497,"7,356",,,RRX,RLA,OBO,
KDA19-11,110,355,Rhodium Italian Openable Kada,12.00,163,408,252,497,"5,964",,,RRX,RLA,OBO,
KDA19-12,110,355,Rhodium Italian Openable Kada,11.40,163,408,252,497,"5,666",,,RRX,RLA,OBO,
KDA19-13,110,355,Rhodium Italian Openable Kada,14.80,163,408,252,497,"7,356",,,RRX,RLA,OBO,
KDA20-01,105,350,Italian Two-Tone Kada Bracelet,7.60,158,403,245,490,"3,724",,,RXB,RBN,OZB,
KDA20-02,105,350,Italian Two-Tone Kada Bracelet,7.10,158,403,245,490,"3,479",,,RXB,RBN,OZB,
KDA20-03,105,350,Italian Two-Tone Kada Bracelet,5.50,158,403,245,490,"2,695",,,RXB,RBN,OZB,
KDA20-04,105,350,Italian Two-Tone Kada Bracelet,6.60,158,403,245,490,"3,234",,,RXB,RBN,OZB,
KDA20-05,105,350,Italian Two-Tone Kada Bracelet,9.60,158,403,245,490,"4,704",,,RXB,RBN,OZB,
KDA20-06,105,350,Italian Two-Tone Kada Bracelet,8.00,158,403,245,490,"3,920",,,RXB,RBN,OZB,
KDA20-07,105,350,Italian Two-Tone Kada Bracelet,6.90,158,403,245,490,"3,381",,,RXB,RBN,OZB,
KDA20-08,105,350,Italian Two-Tone Kada Bracelet,7.00,158,403,245,490,"3,430",,,RXB,RBN,OZB,
KDA20-09,105,350,Italian Two-Tone Kada Bracelet,6.75,158,403,245,490,"3,308",,,RXB,RBN,OZB,
KDA20-10,105,350,Italian Two-Tone Kada Bracelet,7.10,158,403,245,490,"3,479",,,RXB,RBN,OZB,
KDA20-12,105,350,Italian Two-Tone Kada Bracelet,7.50,158,403,245,490,"3,675",,,RXB,RBN,OZB,
KDA20-13,105,350,Italian Two-Tone Kada Bracelet,5.85,158,403,245,490,"2,867",,,RXB,RBN,OZB,
KDA20-15,105,350,Italian Two-Tone Kada Bracelet,7.00,158,403,245,490,"3,430",,,RXB,RBN,OZB,
KDA20-16,105,350,Italian Two-Tone Kada Bracelet,6.50,158,403,245,490,"3,185",,,RXB,RBN,OZB,
KDA21-01,150,395,Rose Gold Italy CNC Kada,9.70,209,454,308,553,"5,364",,,RBX,OXG,AXN,
KDA21-02,150,395,Rose Gold Italy CNC Kada,16.50,209,454,308,553,"9,125",,,RBX,OXG,AXN,
LKT02-01,218.5,464,Hanumanji Gada Lockets,2.42,288,533,404,649,"1,570",,,ORG,ONN,ZXZ,
LKT02-02,218.5,464,Hanumanji Gada Lockets,2.85,288,533,404,649,"1,849",,,ORG,ONN,ZXZ,
LKT02-03,218.5,464,Hanumanji Gada Lockets,2.71,288,533,404,649,"1,759",,,ORG,ONN,ZXZ,
LKT02-04,218.5,464,Hanumanji Gada Lockets,2.40,288,533,404,649,"1,557",,,ORG,ONN,ZXZ,
LKT03-01,7600,"7,600",Ultra Premium Enamel Lockets,PC,"8,740","8,740","10,640","10,640","10,640",,,ILXX,NIZX,RXLZX,
LKT03-02,7600,"7,600",Ultra Premium Enamel Lockets,PC,"8,740","8,740","10,640","10,640","10,640",,,ILXX,NIZX,RXLZX,
LKT03-03,6800,"6,800",Ultra Premium Enamel Lockets,PC,"7,820","7,820","9,520","9,520","9,520",,,LNXX,INOX,GBOX,
LKT03-04,7600,"7,600",Ultra Premium Enamel Lockets,PC,"8,740","8,740","10,640","10,640","10,640",,,ILXX,NIZX,RXLZX,
MNG01-01,95,340,CZ Glam Gold-Plated Mangalsutra,10.60,146,391,231,476,"5,046",,,GB,RZL,OAR,
MNG01-02,95,340,CZ Glam Gold-Plated Mangalsutra,9.20,146,391,231,476,"4,379",,,GB,RZL,OAR,
MNG01-03,95,340,CZ Glam Gold-Plated Mangalsutra,8.65,146,391,231,476,"4,117",,,GB,RZL,OAR,
MNG01-06,95,340,CZ Glam Gold-Plated Mangalsutra,10.30,146,391,231,476,"4,903",,,GB,RZL,OAR,
MNG01-07,95,340,CZ Glam Gold-Plated Mangalsutra,10.60,146,391,231,476,"5,046",,,GB,RZL,OAR,
MNG01-08,95,340,CZ Glam Gold-Plated Mangalsutra,9.40,146,391,231,476,"4,474",,,GB,RZL,OAR,
MNG01-09,95,340,CZ Glam Gold-Plated Mangalsutra,11.20,146,391,231,476,"5,331",,,GB,RZL,OAR,
MNG01-10,95,340,CZ Glam Gold-Plated Mangalsutra,9.40,146,391,231,476,"4,474",,,GB,RZL,OAR,
MNG01-13,95,340,CZ Glam Gold-Plated Mangalsutra,10.50,146,391,231,476,"4,998",,,GB,RZL,OAR,
MNG01-14,95,340,CZ Glam Gold-Plated Mangalsutra,10.20,146,391,231,476,"4,855",,,GB,RZL,OAR,
MNG03-03,1500,"1,500",Rhodium Elegance Short Mangalsutra,PC,"1,725","1,725","2,100","2,100","2,100",,,RBXX,RIOB,ORXX,
MNG04-01,250,495,Kundan Matte Mangalsutra,25.40,324,569,448,693,"17,602",,,OBX,AOZ,ZZN,
MNG04-02,250,495,Kundan Matte Mangalsutra,21.30,324,569,448,693,"14,761",,,OBX,AOZ,ZZN,
MNG04-03,250,495,Kundan Matte Mangalsutra,24.05,324,569,448,693,"16,667",,,OBX,AOZ,ZZN,
MNG04-04,250,495,Kundan Matte Mangalsutra,24.30,324,569,448,693,"16,840",,,OBX,AOZ,ZZN,
MNG04-05,250,495,Kundan Matte Mangalsutra,52.55,324,569,448,693,"36,417",,,OBX,AOZ,ZZN,
MNG04-06,250,495,Kundan Matte Mangalsutra,66.90,324,569,448,693,"46,362",,,OBX,AOZ,ZZN,
MNG05-01,220,465,Exclusive Minimal Mangalsutra,4.70,290,535,406,651,"3,060",,,OOX,OGX,ZXL,
MNG05-02,220,465,Exclusive Minimal Mangalsutra,4.30,290,535,406,651,"2,799",,,OOX,OGX,ZXL,
MNG05-03,220,465,Exclusive Minimal Mangalsutra,5.20,290,535,406,651,"3,385",,,OOX,OGX,ZXL,
MNG05-04,220,465,Exclusive Minimal Mangalsutra,4.40,290,535,406,651,"2,864",,,OOX,OGX,ZXL,
MNG05-05,220,465,Exclusive Minimal Mangalsutra,3.40,290,535,406,651,"2,213",,,OOX,OGX,ZXL,
MNG05-06,220,465,Exclusive Minimal Mangalsutra,3.20,290,535,406,651,"2,083",,,OOX,OGX,ZXL,
MNG05-07,220,465,Exclusive Minimal Mangalsutra,3.30,290,535,406,651,"2,148",,,OOX,OGX,ZXL,
MNG05-08,220,465,Exclusive Minimal Mangalsutra,3.35,290,535,406,651,"2,181",,,OOX,OGX,ZXL,
MSC01-01,12500,"12,500",999 Silver Foil Wall-Clock (12X12),PC,"14,375","14,375","17,500","17,500","17,500",,,ROBXX,RZAIB,RIBXX,
MSC01-02,12500,"12,500",999 Silver Foil Wall-Clock (12X12),PC,"14,375","14,375","17,500","17,500","17,500",,,ROBXX,RZAIB,RIBXX,
MSC01-03,12500,"12,500",999 Silver Foil Wall-Clock (12X12),PC,"14,375","14,375","17,500","17,500","17,500",,,ROBXX,RZAIB,RIBXX,
MSC01-04,14999,"14,999",999 Silver Foil Wall-Clock (14X14),PC,"17,249","17,249","20,999","20,999","20,999",,,RZGGG,RIOZG,OXGGG,
MSC01-05,14999,"14,999",999 Silver Foil Wall-Clock (14X14),PC,"17,249","17,249","20,999","20,999","20,999",,,RZGGG,RIOZG,OXGGG,
MSC01-06,14999,"14,999",999 Silver Foil Wall-Clock (14X14),PC,"17,249","17,249","20,999","20,999","20,999",,,RZGGG,RIOZG,OXGGG,
MSC01-07,14999,"14,999",999 Silver Foil Wall-Clock (14X14),PC,"17,249","17,249","20,999","20,999","20,999",,,RZGGG,RIOZG,OXGGG,
MSC01-08,14999,"14,999",999 Silver Foil Wall-Clock (14X14),PC,"17,249","17,249","20,999","20,999","20,999",,,RZGGG,RIOZG,OXGGG,
MSC01-09,14999,"14,999",999 Silver Foil Wall-Clock (14X14),PC,"17,249","17,249","20,999","20,999","20,999",,,RZGGG,RIOZG,OXGGG,
MSC01-10,14999,"14,999",999 Silver Foil Wall-Clock (14X14),PC,"17,249","17,249","20,999","20,999","20,999",,,RZGGG,RIOZG,OXGGG,
MSC01-12,21500,"21,500",999 Silver Guitar Wall-Clock (14X19),PC,"24,725","24,725","30,100","30,100","30,100",,,ORBXX,OZIOB,AXRXX,
MSC01-13,175,175,Peacock Feather - 2inch x 1-Pc,PC,201,201,245,245,245,,,RIB,OXR,OZB,
MSC01-14,225,225,Peacock Feather - 3inch x 1-Pc,PC,259,259,315,315,315,,,OOB,OBG,ARB,
MSC01-15,275,275,Peacock Feather - 4inch x 1-Pc,PC,316,316,385,385,385,,,OIB,ARL,ANB,
MSC01-16,450,450,Fancy Peacock Feather - 2inch x 1-Pair,PC,518,518,630,630,630,,,ZBX,BRN,LAX,
MSC01-17,550,550,Fancy Peacock Feather - 3inch x 1-Pair,PC,633,633,770,770,770,,,BBX,LAA,IIX,
MSC01-18,650,650,Fancy Peacock Feather - 4inch x 1-Pair,PC,748,748,910,910,910,,,LBX,IZN,GRX,
MSC01-19,175,175,Chanvar Feather - 2inch x 1-Pc,PC,201,201,245,245,245,,,RIB,OXR,OZB,
MSC01-20,225,225,Chanvar Feather - 3inch x 1-Pc,PC,259,259,315,315,315,,,OOB,OBG,ARB,
MSC01-21,275,275,Chanvar Feather - 4inch x 1-Pc,PC,316,316,385,385,385,,,OIB,ARL,ANB,
MSC01-22,250,250,Silver 999 Foil Pens,PC,288,288,350,350,350,,,OBX,ONN,ABX,
MSC01-23,250,250,Silver 999 Foil Pens,PC,288,288,350,350,350,,,OBX,ONN,ABX,
MSC01-24,250,250,Silver 999 Foil Pens,PC,288,288,350,350,350,,,OBX,ONN,ABX,
MSC01-25,250,250,Silver 999 Foil Pens,PC,288,288,350,350,350,,,OBX,ONN,ABX,
MSC01-26,250,250,Silver 999 Foil Pens,PC,288,288,350,350,350,,,OBX,ONN,ABX,
